Asset,Quote,Provider,Adapter Name,Adapter,Base,Quote,Whitelist
ezETH,USD,Cross,Cross_ezETH/USD=RateProvider_ezETH/ETH+Chainlink_ETH/USD,0xF8e463FCd5DC5AE5E1aA0c4388322279D66e6E9E,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,0x0000000000000000000000000000000000000348,Yes
rETH,USD,Cross,Cross_rETH/USD=RateProvider_rETH/ETH+Chainlink_ETH/USD,0xeb3Ed6A68C69659BfF24A4b996644aaCba68c4ec,0xae78736Cd615f374D3085123A210448E74Fc6393,0x0000000000000000000000000000000000000348,Yes
rsETH,USD,Cross,Cross_rsETH/USD=RateProvider_rsETH/ETH+Chainlink_ETH/USD,0xc4406E4a14D2c0378952649BF56716A39CE64c6B,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,0x0000000000000000000000000000000000000348,Yes
sfrxETH,USD,Cross,Cross_sfrxETH/USD=RateProvider_sfrxETH/ETH+Chainlink_ETH/USD,0x4F1Bb8dCE9c9f5943873c8Ac1c35F31331D3271E,0xac3E018457B222d93114458476f3E3416Abbe38F,0x0000000000000000000000000000000000000348,Yes
ETHx,USD,Cross,Cross_ETHx/USD=RateProvider_ETHx/ETH+Chainlink_ETH/USD,0xe8D2937D7401002483B06aDfb2940f61A0572812,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,0x0000000000000000000000000000000000000348,Yes
rswETH,USD,Cross,Cross_rswETH/USD=RateProvider_rswETH/ETH+Chainlink_ETH/USD,0x44510211b3A0801914F1Dab71B286637dbF2aB70,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,0x0000000000000000000000000000000000000348,Yes
LBTC,USD,Cross,Cross_LBTC/USD=RedStoneClassic_LBTC_FUNDAMENTAL/BTC+Chainlink_BTC/USD,0x5Ed2652E6cEfeC93A327A668ac90D08f727c6299,0x8236a87084f8B84306f72007F36F2618A5634494,0x0000000000000000000000000000000000000348,Yes
eBTC,USD,Cross,Cross_eBTC/USD=RateProvider_eBTC/BTC+Chainlink_BTC/USD,0x26bDa7a7A660a5e9Ac70f64b69f56EF1e2275a07,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,0x0000000000000000000000000000000000000348,Yes
mTBILL,USD,Chainlink Infrequent,ChainlinkInfrequent_mTBILL/USD,0x9a36847E153c298391d00ECB251932dF9e608395,0xDD629E5241CbC5919847783e6C96B2De4754e438,0x0000000000000000000000000000000000000348,Yes
osETH,USD,Cross,Cross_osETH/USD=RateProvider_osETH/ETH+Chainlink_ETH/USD,0x30f7EB18B625090E32381efFCb922bD188746E3E,0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38,0x0000000000000000000000000000000000000348,Yes
SUSDS,USDS,ExternalVault,ExternalVault_SUSDS/USDS,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,0xdC035D45d973E3EC169d2276DDab16f1e407384F,Yes
PT-sUSDE-27MAR2025,USDe,Pendle,Pendle_PT-sUSDE-27MAR2025/USDe,0x68561819D2fb3a9AF943266f1A11609961dD0264,0xE00bd3Df25fb187d6ABBB620b3dfd19839947b81,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,No
PT-sUSDE-27MAR2025,USD,Cross,Cross_PT-sUSDE-27MAR2025/USD=Pendle_PT-sUSDE-27MAR2025/USDe+Pyth_USDE/USD,0xA9d733C4BeD26EA9FC3026538E593E58688c62Be,0xE00bd3Df25fb187d6ABBB620b3dfd19839947b81,0x0000000000000000000000000000000000000348,Yes
BIFI,USD,Pyth,Pyth_BIFI/USD,0x999364596758A8c0c6bC5179c1bb1fA12669F345,0xb1f1ee126e9c96231cc3d3fad7c08b4cf873b1f1,0x0000000000000000000000000000000000000348,Yes
USD0,USD,Pyth,Pyth_USD0/USD,0xe6BBD489B220b3FF3a3eE7eafAacbb9b775bB99a,0x73a15fed60bf67631dc6cd7bc5b6e8da8190acf5,0x0000000000000000000000000000000000000348,Yes
USD0++,USD,Pyth,Pyth_USD0++/USD,0x5e40D34DEA07f7dd3818ec3EA044B5dB87Db785c,0x35d8949372d46b7a3d5a56006ae77b215fc69bc0,0x0000000000000000000000000000000000000348,Yes
mTBILL,USD,Fixed Rate,FixedRate_mTBILL/USD,0x256f8fA018e8e6F5B54b1fF708efd5ec73E20AC6,0xDD629E5241CbC5919847783e6C96B2De4754e438,0x0000000000000000000000000000000000000348,Yes
G,USD,Pyth,Pyth_G/USD,0xf21842C0dce883D02d0c62AB45AaA2C4dfA4e93C,0x9C7BEBa8F6eF6643aBd725e45a4E8387eF260649,0x0000000000000000000000000000000000000348,Yes
EIGEN,USD,Pyth,Pyth_EIGEN/USD,0xC05055e42986954029A463fED5b4178C24B0D4e1,0xec53bF9167f50cDEB3Ae105f56099aaaB9061F83,0x0000000000000000000000000000000000000348,Yes
STRK,USD,Pyth,Pyth_STRK/USD,0x65D798dc7C1cC79DEf7F05425FcD9d1a02E930A7,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,0x0000000000000000000000000000000000000348,Yes
s-WETH-USDT-Sa,USD,Swaap,Swaap_s-WETH-USDT-Sa/USD,0x916F006ae522769BadF95cf6AFdb90E162cb96E6,0x315a892a4d02c5c1169d5F0e4f7Cb4130Cc0d138,0x0000000000000000000000000000000000000348,Yes
s-USDC-WETH-Sa,USD,Swaap,Swaap_s-USDC-WETH-Sa/USD,0xB62286380E2D0f9b2d2Fc9975765fD272275CD39,0x4342B77fE3417Bcb09d0A4383301b0DC733C755B,0x0000000000000000000000000000000000000348,Yes
s-USDC-USDT-Sa,USD,Swaap,Swaap_s-USDC-USDT-Sa/USD,0x2eA2c0858BB6987AFBA62fEBB253c8E2eb718A43,0xaC4E8D8B3a48C3451d4d0E4a84e6E5Ac52579D05,0x0000000000000000000000000000000000000348,Yes
s-wstETH-WETH-Sa,USD,Swaap,Swaap_s-wstETH-WETH-Sa/USD,0x09DFBD341BB932AD5266Cd3a345510046f53BE32,0xf5Ca5a74c6F9fc23880865D8702EaEda6e1f38b1,0x0000000000000000000000000000000000000348,Yes
CBBTC_FUNDAMENTAL,USD,Pyth,Pyth_CBBTC_FUNDAMENTAL/USD,0xeB059be0bfD917d3B47F8bf0cF82eD2DCbe91b88,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000348,Yes
WBTC_FUNDAMENTAL,USD,Pyth,Pyth_WBTC_FUNDAMENTAL/USD,0x7739a9e31ee060afAe2657dC4Ff8DA11078C2c52,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x0000000000000000000000000000000000000348,Yes
LBTC_FUNDAMENTAL,USD,Pyth,Pyth_LBTC_FUNDAMENTAL/USD,0xDF4513A7c0E611d7B36237CcF0c098733f28f680,0x8236a87084f8B84306f72007F36F2618A5634494,0x0000000000000000000000000000000000000348,Yes
EBTC_FUNDAMENTAL,USD,Pyth,Pyth_EBTC_FUNDAMENTAL/USD,0x990Ec39Ab55cFB15A3d326359045E982977132ef,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,0x0000000000000000000000000000000000000348,Yes
PT-LBTC-27MAR2025,WBTC,Pendle,Pendle_PT-LBTC-27MAR2025/WBTC,0xb4788d58173496AF67b6C1204c2aE97F60598c9c,0xEc5a52C685CC3Ad79a6a347aBACe330d69e0b1eD,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Yes
PT-EBTC-26DEC2024,USD,Cross,Cross_PT-EBTC-26DEC2024/USD=Pendle_PT-EBTC-26DEC2024/EBTC+Pyth_EBTC_FUNDAMENTAL/USD,0x62Fd67Db5108bC9d050895a799810153fa976ded,0xB997B3418935A1Df0F914Ee901ec83927c1509A0,0x0000000000000000000000000000000000000348,Yes
PT-LBTC-27MAR2025,USD,Cross,Cross_PT-LBTC-27MAR2025/USD=Pendle_PT-LBTC-27MAR2025/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0x3ecFAC4f67b83b219a5Ac571E1d0555eC59dF903,0xEc5a52C685CC3Ad79a6a347aBACe330d69e0b1eD,0x0000000000000000000000000000000000000348,Yes
SOLVBTC,BTC,Fixed Rate,FixedRate_SOLVBTC/BTC,0x56F31BBF98a7E13BA956aBf627142FEf603f9cbC,0x7A56E1C57C7475CCf742a1832B028F0456652F97,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
pumpBTC,BTC,Fixed Rate,FixedRate_pumpBTC/BTC,0x5c7943134B68679355267393f13bCA931c622881,0xF469fBD2abcd6B9de8E169d128226C0Fc90a012e,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
BTC,USD,Pyth,Pyth_BTC/USD,0x92b172Bd476948d01f858Dd3FaAc4943e3BC775E,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,0x0000000000000000000000000000000000000348,Yes
CBBTC,USD,Pyth,Pyth_CBBTC/USD,0x76CDd6E4B2E7505BCF55d213513120a487149731,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000348,Yes
PT-corn-eBTC-27MAR2025,WBTC,Pendle,Pendle_PT-corn-eBTC-27MAR2025/WBTC,0x8A54663bedD1ae4e610B534A3D783cc896d490a5,0x44a7876ca99460ef3218bf08b5f52e2dbe199566,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Yes
PT-corn-pumpBTC-26DEC2024,WBTC,Pendle,Pendle_PT-corn-pumpBTC-26DEC2024/WBTC,0xed1248Bed1E966141613ca6512c296083612CDEA,0x997ec6bf18a30ef01ed8d9c90718c7726a213527,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Yes
PT-pumpBTC-27MAR2025,WBTC,Pendle,Pendle_PT-pumpBTC-27MAR2025/WBTC,0xE2Df9754b5d6e64Ef11ba3294Ca2279E3310A21B,0xa76f0c6e5f286bff151b891d2a0245077f1ad74c,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Yes
PT-solvBTC-26DEC2024,WBTC,Pendle,Pendle_PT-solvBTC-26DEC2024/WBTC,0xB2d329A6e3cd47c7dB5D600EF376dDCB2DDc0773,0x23e479ddcda990e8523494895759bd98cd2fdbf6,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Yes
PT-cornLBTC-26DEC2024,USD,Cross,Cross_PT-cornLBTC-26DEC2024/USD=Pendle_PT-cornLBTC-26DEC2024/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0x7185a1026cA03e29fa6045939F68a6873dFfd024,0x332A8ee60EdFf0a11CF3994b1b846BBC27d3DcD6,0x0000000000000000000000000000000000000348,Yes
PT-corn-eBTC-27MAR2025,USD,Cross,Cross_PT-corn-eBTC-27MAR2025/USD=Pendle_PT-corn-eBTC-27MAR2025/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0x575232A826256D648d645aE58980DE1E26894A85,0x44a7876ca99460ef3218bf08b5f52e2dbe199566,0x0000000000000000000000000000000000000348,Yes
PT-corn-pumpBTC-26DEC2024,USD,Cross,Cross_PT-corn-pumpBTC-26DEC2024/USD=Pendle_PT-corn-pumpBTC-26DEC2024/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0x9d927D9551d23a6B6497e955DB1f843A4af854D2,0x997ec6bf18a30ef01ed8d9c90718c7726a213527,0x0000000000000000000000000000000000000348,Yes
PT-pumpBTC-27MAR2025,USD,Cross,Cross_PT-pumpBTC-27MAR2025/USD=Pendle_PT-pumpBTC-27MAR2025/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0xE56d935405De1600dB78C7b4EF58c8517c56D2bd,0xa76f0c6e5f286bff151b891d2a0245077f1ad74c,0x0000000000000000000000000000000000000348,Yes
PT-solvBTC-26DEC2024,USD,Cross,Cross_PT-solvBTC-26DEC2024/USD=Pendle_PT-solvBTC-26DEC2024/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0x4c2A73ff36565F513F83a57CC5668551bdFd7499,0x23e479ddcda990e8523494895759bd98cd2fdbf6,0x0000000000000000000000000000000000000348,Yes
LBTC,USD,Cross,Cross_LBTC/USD=RedStoneClassic_LBTC_FUNDAMENTAL/BTC+Pyth_BTC/USD,0x93DE2767E2d7f2EFd2Fd69152cD6837f84b12D20,0x8236a87084f8B84306f72007F36F2618A5634494,0x0000000000000000000000000000000000000348,Yes
eBTC,USD,Cross,Cross_eBTC/USD=RateProvider_eBTC/BTC+Pyth_BTC/USD,0x1BB5d7e38AF13fA56895b27D1358323F3DA713CA,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,0x0000000000000000000000000000000000000348,Yes
pumpBTC,USD,Cross,Cross_pumpBTC/USD=FixedRate_pumpBTC/BTC+Pyth_BTC/USD,0xA4496d8edee7f6777D8bb9639d8FC1eCA6e17Ce8,0xF469fBD2abcd6B9de8E169d128226C0Fc90a012e,0x0000000000000000000000000000000000000348,Yes
SOLVBTC,USD,Cross,Cross_SOLVBTC/USD=FixedRate_SOLVBTC/BTC+Pyth_BTC/USD,0x4c00c56a52C1Da5b835a62C55f590b9EE60F1c59,0x7A56E1C57C7475CCf742a1832B028F0456652F97,0x0000000000000000000000000000000000000348,Yes
USDL,USD,Fixed Rate,FixedRate_USDL/USD,0x810E3c19475a12C3fCeD08D6217c6536C9747a90,0xbdc7c08592ee4aa51d06c27ee23d5087d65adbcd,0x0000000000000000000000000000000000000348,Yes
PT-USD0++-26JUN2025,USD0++,Pendle,Pendle_PT-USD0++-26JUN2025/USD0++,0x5163195bDac96b9be790c80eDbC55BE03F436e0b,0xf696FE29Ef85E892b5926313897D178288faA07e,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,Yes
PT-USD0++-27MAR2025,USD0++,Pendle,Pendle_PT-USD0++-27MAR2025/USD0++,0xC1F6c8E2F625d7f60Bf4b84e34ab0F0b53AD2C6F,0x5BaE9a5D67d1CA5b09B14c91935f635CFBF3b685,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,Yes
PT-USD0++-26JUN2025,USD,Cross,Cross_PT-USD0++-26JUN2025/USD=Pendle_PT-USD0++-26JUN2025/USD0+++Pyth_USD0++/USD,0x1E87e5D9F675F4883cd81f6Cf4B92E03cc326eBF,0xf696FE29Ef85E892b5926313897D178288faA07e,0x0000000000000000000000000000000000000348,Yes
PT-USD0++-27MAR2025,USD,Cross,Cross_PT-USD0++-27MAR2025/USD=Pendle_PT-USD0++-27MAR2025/USD0+++Pyth_USD0++/USD,0xbE37356aECd50Aa57cb545eD25053055898611de,0x5BaE9a5D67d1CA5b09B14c91935f635CFBF3b685,0x0000000000000000000000000000000000000348,Yes
mBTC,BTC,Chainlink Infrequent,ChainlinkInfrequent_mBTC/BTC,0xA66F779E656e76bAE0cA7BCA8E731A938412c496,0x007115416AB6c266329a03B09a8aa39aC2eF7d9d,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
mBTC,USD,Cross,Cross_mBTC/USD=ChainlinkInfrequent_mBTC/BTC+Pyth_BTC/USD,0xf8147C4c6CB7c615c32A44EB79C18C43b9Fe2058,0x007115416AB6c266329a03B09a8aa39aC2eF7d9d,0x0000000000000000000000000000000000000348,Yes
USR,USD,Fixed Rate,FixedRate_USR/USD,0x4FD36Cd1C23BE30db86679f391087fd8a984f893,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,0x0000000000000000000000000000000000000348,Yes
USRUSDC,USD,Fixed Rate,FixedRate_USRUSDC/USD,0x3ba9dc51E9a814D1B8fb3E8919be413d5D07114d,0x3eE841F47947FEFbE510366E4bbb49e145484195,0x0000000000000000000000000000000000000348,Yes
ETH+,USD,Chainlink Infrequent,ChainlinkInfrequent_ETH+/USD,0x239DE90Ac71a220Ba745A10988BC2AbF6F4Dc2E8,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,0x0000000000000000000000000000000000000348,Yes
PT-sUSDE-29MAY2025,USDe,Pendle,Pendle_PT-sUSDE-29MAY2025/USDe,0x4F0585d46e23DBc50017E348d4D37dF3DED6e4b4,0xb7de5dFCb74d25c2f21841fbd6230355C50d9308,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-sUSDE-29MAY2025,USD,Cross,Cross_PT-sUSDE-29MAY2025/USD=Pendle_PT-sUSDE-29MAY2025/USDe+Pyth_USDE/USD,0xa0a9511fCb0FCC9Ea046abb417A2703D62F1Edd7,0xb7de5dFCb74d25c2f21841fbd6230355C50d9308,0x0000000000000000000000000000000000000348,Yes
AA_idle_Fasanara,USDC,Idle,Idle_AA_idle_Fasanara/USDC,0xFc15ec9c88ca6FE3edd96465E7c4092e57427c62,0x45054c6753b4Bce40C5d54418DabC20b070F85bE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,No
AA_idle_Fasanara,USD,Cross,Cross_AA_idle_Fasanara/USD=Idle_AA_idle_Fasanara/USDC+Chainlink_USDC/USD,0xc9775fb90053119Ac99C67f5536dbC02dFd28b2a,0x45054c6753b4Bce40C5d54418DabC20b070F85bE,0x0000000000000000000000000000000000000348,Yes
mBASIS,USD,Chainlink Infrequent,ChainlinkInfrequent_mBASIS/USD,0xfd63eED8Db6F5Bae46B2860C4B8a8a07eD8BF8bb,0x2a8c22E3b10036f3AEF5875d04f8441d4188b656,0x0000000000000000000000000000000000000348,Yes
USDM,USD,Fixed Rate,FixedRate_USDM/USD,0x16a18A08d88B38a09a4bb86d378B79fAaF1fA5d4,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,0x0000000000000000000000000000000000000348,Yes
RLUSD,USD,Fixed Rate,FixedRate_RLUSD/USD,0x4C631cBBd02B9b510ccB8d47A0D237F485bB4B17,0x8292bb45bf1ee4d140127049757c2e0ff06317ed,0x0000000000000000000000000000000000000348,Yes
PT-USD0++-30JAN2025,USD0++,Pendle,Pendle_PT-USD0++-30JAN2025/USD0++,0x182CF2A51672c71227Ea1fEDE9C8Ed285C158fAc,0x61439b9575278054D69c9176d88FaFaf8319E4b7,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,Yes
PT-USDE-29MAY2025,USDe,Pendle,Pendle_PT-USDE-29MAY2025/USDe,0x73667C265023c77107E62278e6706f1a376adA5b,0x8A47b431A7D947c6a3ED6E42d501803615a97EAa,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
USDA,USD,Pyth,Pyth_USDA/USD,0x76f623e5E5ddb53B6B91608EfaF0dE3318286eEc,0x0000206329b97DB379d5E1Bf586BbDB969C63274,0x0000000000000000000000000000000000000348,Yes
deUSD,USD,Pyth,Pyth_deUSD/USD,0xB74D6752e40068ECA198A66DB97AFBcD00F7226F,0x15700B564Ca08D9439C58cA5053166E8317aa138,0x0000000000000000000000000000000000000348,Yes
PT-USD0++-30JAN2025,USD,Cross,Cross_PT-USD0++-30JAN2025/USD=Pendle_PT-USD0++-30JAN2025/USD0+++Pyth_USD0++/USD,0xCaB67D0C1F30c961754466818DD333f3902e68F4,0x61439b9575278054D69c9176d88FaFaf8319E4b7,0x0000000000000000000000000000000000000348,Yes
PT-USDE-29MAY2025,USD,Cross,Cross_PT-USDE-29MAY2025/USD=Pendle_PT-USDE-29MAY2025/USDe+Pyth_USDE/USD,0x301a937a790dab07a3B59DbbB9AE9c4aF6C04685,0x8A47b431A7D947c6a3ED6E42d501803615a97EAa,0x0000000000000000000000000000000000000348,Yes
USDA_AVALON,USD,Fixed Rate,FixedRate_USDA_AVALON/USD,0x80876B9a71766aFA72b4D73472468149D3c580DD,0x8A60E489004Ca22d775C5F2c657598278d17D9c2,0x0000000000000000000000000000000000000348,Yes
USDS,USD,Pyth,Pyth_USDS/USD,0xfa6a85C68E762C94f05d9314e8214cA73F17E2b4,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0x0000000000000000000000000000000000000348,Yes
wUSDM,USDM,ExternalVault,ExternalVault_wUSDM/USDM,0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812,0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,Yes
wUSDL,USDL,ExternalVault,ExternalVault_wUSDL/USDL,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,0xbdC7c08592Ee4aa51D06C27Ee23D5087D65aDbcD,Yes
sUSDe,USDe,ExternalVault,ExternalVault_sUSDe/USDe,0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
sdeUSD,deUSD,ExternalVault,ExternalVault_sdeUSD/deUSD,0x5C5b196aBE0d54485975D1Ec29617D42D9198326,0x5C5b196aBE0d54485975D1Ec29617D42D9198326,0x15700B564Ca08D9439C58cA5053166E8317aa138,Yes
LBTC,BTC,Chainlink,Chainlink_LBTC/BTC,0x592B8e963FC9853e16bdb74c5b806Ac90ad96929,0x8236a87084f8B84306f72007F36F2618A5634494,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
SolvBTC,BTC,Chainlink,Chainlink_SolvBTC/BTC,0x3613732Adb68CB66b2B2d3a29779C74A1b53e0e8,0x7A56E1C57C7475CCf742a1832B028F0456652F97,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
METH_FUNDAMENTAL,ETH,Pyth,Pyth_METH_FUNDAMENTAL/ETH,0xDCb7cF0bFe8a6D9b61d5c29DA4c4F3B48e0829e7,0xd5F7838F5C461fefF7FE49ea5ebaF7728bB0ADfa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
METH,USD,Cross,Cross_METH/USD=Pyth_METH_FUNDAMENTAL/ETH+Chainlink_ETH/USD,0xDACb0d070C6Fa0ff849854f8041f1D10376C227F,0xd5F7838F5C461fefF7FE49ea5ebaF7728bB0ADfa,0x0000000000000000000000000000000000000348,Yes
LBTC,USD,Cross,Cross_LBTC/USD=Chainlink_LBTC/BTC+Chainlink_BTC/USD,0xe4E191d97A5e96BDBF8092311dfCACE752A4dc93,0x8236a87084f8B84306f72007F36F2618A5634494,0x0000000000000000000000000000000000000348,Yes
SolvBTC,USD,Cross,Cross_SolvBTC/USD=Chainlink_SolvBTC/BTC+Chainlink_BTC/USD,0x85A8D8Ec25Ab860a06b70089Efc8EAB0E3F3d201,0x7A56E1C57C7475CCf742a1832B028F0456652F97,0x0000000000000000000000000000000000000348,Yes
PT-wstUSR-27MAR2025,USR,Pendle,Pendle_PT-wstUSR-27MAR2025/USR,0x098B76Fc7D7488C5d567D28540497cA7785c7A4c,0xA8c8861b5ccF8CCe0ade6811CD2A7A7d3222B0B8,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,Yes
PT-EBTC-26JUN2025,EBTC,Pendle,Pendle_PT-EBTC-26JUN2025/EBTC,0x86c4A3f58C1de49BF5CC59037E3467Be07281ead,0xc653F79de1274eE65674BeFda54986020d6f8FC1,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,Yes
PT-wstUSR-27MAR2025,USD,Cross,Cross_PT-wstUSR-27MAR2025/USD=Pendle_PT-wstUSR-27MAR2025/USR+FixedRate_USR/USD,0xE8B7516715258aea8c3d3f83c5AbbdAbc14A5Bf3,0xA8c8861b5ccF8CCe0ade6811CD2A7A7d3222B0B8,0x0000000000000000000000000000000000000348,Yes
PT-EBTC-26JUN2025,USD,Cross,Cross_PT-EBTC-26JUN2025/USD=Pendle_PT-EBTC-26JUN2025/EBTC+Pyth_EBTC_FUNDAMENTAL/USD,0x5Bc2135a78fB289561915cEc4585C5004639fb3d,0xc653F79de1274eE65674BeFda54986020d6f8FC1,0x0000000000000000000000000000000000000348,Yes
PT-cornLBTC-27FEB2025,WBTC,Pendle,Pendle_PT-cornLBTC-27FEB2025/WBTC,0x41C4a30be92711B377C8F184705f037fEdA78e73,0x29859bb7c30C0E36b69ef1ecb40396aB9b970b60,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Yes
PT-cornLBTC-27FEB2025,USD,Cross,Cross_PT-cornLBTC-27FEB2025/USD=Pendle_PT-cornLBTC-27FEB2025/WBTC+Pyth_WBTC_FUNDAMENTAL/USD,0x0c5Ec740e53b42b03Bd4700591c82465e93404Ce,0x29859bb7c30C0E36b69ef1ecb40396aB9b970b60,0x0000000000000000000000000000000000000348,Yes
RLP,USD,Chainlink Infrequent,ChainlinkInfrequent_RLP/USD,0xA9A2CF56174528b84e8167f92048bE93DE349110,0x4956b52aE2fF65D74CA2d61207523288e4528f96,0x0000000000000000000000000000000000000348,Yes
ynETH,USD,Cross,Cross_ynETH/USD=RateProvider_ynETH/ETH+Chainlink_ETH/USD,0x2A0cda8Da0c1601A4B1581DA8FfBc50d8066C5Dd,0x09db87A538BD693E9d08544577d5cCfAA6373A48,0x0000000000000000000000000000000000000348,Yes
beraSTONE_FUNDAMENTAL,ETH,RedStone Classic,RedStoneClassic_beraSTONE_FUNDAMENTAL/ETH,0x9654114E3d2F62BC959B69365B97d8bc03db4b73,0x97Ad75064b20fb2B2447feD4fa953bF7F007a706,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
beraSTONE,USD,Cross,Cross_beraSTONE/USD=RedStoneClassic_beraSTONE_FUNDAMENTAL/ETH+Chainlink_ETH/USD,0xEA876b596Bc2e0d6B486C7BBd5106F6C9f16ac23,0x97Ad75064b20fb2B2447feD4fa953bF7F007a706,0x0000000000000000000000000000000000000348,Yes
USD0++,USD,Fixed Rate,FixedRate_USD0++/USD,0x16a8760feB814AfC9e3748d09A46f602C8Ade027,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,0x0000000000000000000000000000000000000348,Yes
USDC,USD,Fixed Rate,FixedRate_USDC/USD,0x2be3c0051a6e32de5a17543F71D68826eBe1414A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000348,Yes
USDO,USD,Fixed Rate,FixedRate_USDO/USD,0x53bE6a5E436A6Aa591161d62Caa573511F8EB56E,0x8238884Ec9668Ef77B90C6dfF4D1a9F4F4823BFe,0x0000000000000000000000000000000000000348,Yes
cUSDOUSDC,USD,Fixed Rate,FixedRate_cUSDOUSDC/USD,0xCF4124DEC902765BD8dAB56c883eDC8bc2378631,0x90455bd11Ce8a67C57d467e634Dc142b8e4105Aa,0x0000000000000000000000000000000000000348,No
mEDGE,USD,Chainlink Infrequent,ChainlinkInfrequent_mEDGE/USD,0xc8228b83f1d97a431a48bd9bc3e971c8b418d889,0xbB51E2a15A9158EBE2b0Ceb8678511e063AB7a55,0x0000000000000000000000000000000000000348,Yes
mMEV,USD,Chainlink Infrequent,ChainlinkInfrequent_mMEV/USD,0xf5c2dfd1740d18ad7cf23fba76cc11d877802937,0x030b69280892c888670EDCDCD8B69Fd8026A0BF3,0x0000000000000000000000000000000000000348,Yes
yUSD,sUSD,ExternalVault,ExternalVault_yUSD/sUSD,0x1CE7D9942ff78c328A4181b9F3826fEE6D845A97,0x1CE7D9942ff78c328A4181b9F3826fEE6D845A97,0x4F8E1426A9d10bddc11d26042ad270F16cCb95F2,Yes
sUSD,USD,Fixed Rate,FixedRate_sUSD/USD,0xd544ccb6f2231bd1ccac0258cba89e8a13d4a421,0x4F8E1426A9d10bddc11d26042ad270F16cCb95F2,0x0000000000000000000000000000000000000348,Yes
USDS,USD,Chainlink,Chainlink_USDS/USD,0xd0dab9edb2b1909802b03090efbf14743e7ff967,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0x0000000000000000000000000000000000000348,Yes
